hts8,brief_description,quantity_1_code,quantity_2_code,wto_binding_code,mfn_text_rate,mfn_rate_type_code,mfn_ave,mfn_ad_val_rate,mfn_specific_rate,mfn_other_rate,col1_special_text,col1_special_mod,gsp_indicator,gsp_ctry_excluded,apta_indicator,civil_air_indicator,nafta_canada_ind,nafta_mexico_ind,mexico_rate_type_code,mexico_ad_val_rate,mexico_specific_rate,cbi_indicator,cbi_ad_val_rate,cbi_specific_rate,agoa_indicator,cbtpa_indicator,cbtpa_rate_type_code,cbtpa_ad_val_rate,cbtpa_specific_rate,israel_fta_indicator,atpa_indicator,atpa_ad_val_rate,atpa_specific_rate,atpdea_indicator,jordan_indicator,jordan_rate_type_code,jordan_ad_val_rate,jordan_specific_rate,jordan_other_rate,singapore_indicator,singapore_rate_type_code,singapore_ad_val_rate,singapore_specific_rate,singapore_other_rate,chile_indicator,chile_rate_type_code,chile_ad_val_rate,chile_specific_rate,chile_other_rate,morocco_indicator,morocco_rate_type_code,morocco_ad_val_rate,morocco_specific_rate,morocco_other_rate,australia_indicator,australia_rate_type_code,australia_ad_val_rate,australia_specific_rate,australia_other_rate,bahrain_indicator,bahrain_rate_type_code,bahrain_ad_val_rate,bahrain_specific_rate,bahrain_other_rate,dr_cafta_indicator,dr_cafta_rate_type_code,dr_cafta_ad_val_rate,dr_cafta_specific_rate,dr_cafta_other_rate,dr_cafta_plus_indicator,dr_cafta_plus_rate_type_code,dr_cafta_plus_ad_val_rate,dr_cafta_plus_specific_rate,dr_cafta_plus_other_rate,oman_indicator,oman_rate_type_code,oman_ad_val_rate,oman_specific_rate,oman_other_rate,peru_indicator,peru_rate_type_code,peru_ad_val_rate,peru_specific_rate,peru_other_rate,pharmaceutical_ind,dyes_indicator,col2_text_rate,col2_rate_type_code,col2_ad_val_rate,col2_specific_rate,col2_other_rate,begin_effect_date,end_effective_date,footnote_comment,additional_duty,korea_indicator,korea_rate_type_code,korea_ad_val_rate,korea_specific_rate,korea_other_rate,colombia_indicator,colombia_rate_type_code,colombia_ad_val_rate,colombia_specific_rate,colombia_other_rate,panama_indicator,panama_rate_type_code,panama_ad_val_rate,panama_specific_rate,panama_other_rate,nepal_indicator,japan_indicator,japan_rate_type_code,japan_ad_val_rate,japan_specific_rate,japan_other_rate,usmca_indicator,usmca_rate,usmca_ad_val_rate,usmca_specific,usmca_other_rate
"84518000","Machinery for the handling of textile yarns, fabrics or made up textile articles, nesoi","NO",,"B","3.5%","7",,0.03,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"40%","7",0.4,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84519030","Drying chambers for the drying machines of subheading 8451.21 or 8451.29, and other parts of drying machines incorporating drying chambers","NO",,"B","3.5%","7",,0.03,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,MA,MX,OM,P,PA,PE,S,SG) 0.3% (KR)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"40%","7",0.4,0,0,07/01/2020,12/31/2020,,,"KR","7",0.003,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84519030","Drying chambers for the drying machines of subheading 8451.21 or 8451.29, and other parts of drying machines incorporating drying chambers","NO",,"B","3.5%","7",,0.03,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,MA,MX,OM,P,PA,PE,SG) 0.3% (KR)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"40%","7",0.4,0,0,01/01/2020,06/30/2020,,,"KR","7",0.003,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84519060","Furniture designed to receive the drying machines of subheading 8451.21 or 8451.29","NO",,"B","3.5%","7",,0.03,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"40%","7",0.4,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84519060","Furniture designed to receive the drying machines of subheading 8451.21 or 8451.29","NO",,"B","3.5%","7",,0.03,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"40%","7",0.4,0,0,10/31/2012,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84519090","Parts of machines for the handling of textile yarns, fabrics or made up textile articles, nesoi","NO",,"B","3.5%","7",,0.03,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,MA,MX,OM,P,PA,PE,SG) 0.3% (KR)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"40%","7",0.4,0,0,01/01/2020,06/30/2020,,,"KR","7",0.003,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84519090","Parts of machines for the handling of textile yarns, fabrics or made up textile articles, nesoi","NO",,"B","3.5%","7",,0.03,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,MA,MX,OM,P,PA,PE,S,SG) 0.3% (KR)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"40%","7",0.4,0,0,07/01/2020,12/31/2020,,,"KR","7",0.003,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84521000","Sewing machines of the household type","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84522110","Sewing machines specially designed to join footwear soles to uppers, automatic","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free","0",0,0,0,01/01/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84522190","Sewing machines, automatic, nesoi","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84522910","Sewing machines, other than automatic, specially designed to join footwear soles to uppers","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free","0",0,0,0,01/01/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84522990","Sewing machines, other than automatic, nesoi","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84523000","Sewing machine needles","THS",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42%","7",0.42,0,0,01/01/1995,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84529010","Furniture, bases and covers for sewing machines, and parts thereof","NO",,"B","2.5%","7",,0.02,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84529010","Furniture, bases and covers for sewing machines, and parts thereof","NO",,"B","2.5%","7",,0.02,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"20%","7",0.2,0,0,10/31/2012,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84529020","Parts of sewing machines,  nesoi","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,02/03/2012,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84531000","Machinery for preparing, tanning or working hides, skins or leather","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35%","7",0.35,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84532000","Machinery for making or repairing footwear","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free","0",0,0,0,01/01/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84538000","Machinery, nesoi, for making or repairing articles of hides, skins or leather","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35%","7",0.35,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84539010","Parts of machinery for making or repairing footwear","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free","0",0,0,0,01/01/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84539050","Parts of machinery for preparing, tanning or working hides, skins or leather or making or repairing articles of same, nesoi","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35%","7",0.35,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84541000","Converters of a kind used in metallurgy or in metal foundries","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35%","7",0.35,0,0,01/01/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84542000","Ingot molds and ladles, of a kind used in metallurgy or in metal foundries","NA","NA","B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35%","7",0.35,0,0,01/01/1990,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84543000","Casting machines, of a kind used in metallurgy or in metal foundries","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35%","7",0.35,0,0,01/01/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84549000","Parts of converters, ladles, ingot molds and casting machines, of a kind used in metallurgy or in metal foundries","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35%","7",0.35,0,0,01/01/1989,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84551000","Metal-rolling tube mills","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84552100","Metal-rolling mills, other than tube mills, hot or combination hot and cold","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84552200","Metal-rolling mills, other than tube mills, cold","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84553000","Rolls for metal-rolling mills","NO","KG","B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84559040","Parts for metal-rolling mills, other than rolls, in the form of castings or weldments, individually weighing less than 90 tons","KG",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84559080","Parts for metal-rolling mills, other than rolls, nesoi","KG",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/1999,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84561110","Machine tools operated by laser, for working metal","NO",,"B","3.5%","7",,0.03,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 0.5% (JP)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,01/01/2020,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,"JP","7",0.005,0,0,,,,,
"84561110","Machine tools operated by laser, for working metal","NO",,"B","3.5%","7",,0.03,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG) 0.5% (JP)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,07/01/2020,12/29/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,"JP","7",0.005,0,0,"S","0",0,0,0
"84561110","Machine tools operated by laser, for working metal","NO",,"B","3.5%","7",,0.03,0,0,"Free (A*,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG) 0.5% (JP)",,"A*","TH",,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,12/30/2020,12/31/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,"JP","7",0.005,0,0,"S","0",0,0,0
"84561170","Machine tools operated by laser, of a kind used solely or principally for manufacture of printed circuits","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/2017,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84561190","Machine tools operated by laser, nesoi","NO",,"B","2.4%","7",,0.02,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,10/30/2019,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84561190","Machine tools operated by laser, nesoi","NO",,"B","2.4%","7",,0.02,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,07/01/2020,12/29/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84561190","Machine tools operated by laser, nesoi","NO",,"B","2.4%","7",,0.02,0,0,"Free (A*,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A*","TH",,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,12/30/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84561210","Machine tools operated by light or photon beam processes, for working metal","NO",,"B","3.5%","7",,0.03,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84561210","Machine tools operated by light or photon beam processes, for working metal","NO",,"B","3.5%","7",,0.03,0,0,"Free (A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,01/01/2017,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84561270","Machine tools operated by light or photon beam processes, of a kind used solely or principally for the manufacture of printed circuits","NO",,"B","Free","0",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30%","7",0.3,0,0,01/01/2017,12/31/2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84561290","Machine tools operated by light or photon beam processes, nesoi","NO",,"B","2.4%","7",,0.02,0,0,"Free (A*,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A*","UA",,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84561290","Machine tools operated by light or photon beam processes, nesoi","NO",,"B","2.4%","7",,0.02,0,0,"Free (A*,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A*","UA",,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,04/26/2018,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84562010","Machine tools operated by ultrasonic processes, for working metal","NO",,"B","3.5%","7",,0.03,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,10/31/2012,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84562010","Machine tools operated by ultrasonic processes, for working metal","NO",,"B","3.5%","7",,0.03,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84562050","Machine tools operated by ultrasonic processes, other than for working metal","NO",,"B","2.4%","7",,0.02,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"84562050","Machine tools operated by ultrasonic processes, other than for working metal","NO",,"B","2.4%","7",,0.02,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,10/31/2012,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"84563010","Machine tools operated by electro-discharge processes, for working metal","NO",,"B","3.5%","7",,0.03,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"30%","7",0.3,0,0,10/31/2012,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
